claim,cord_id,evidence_set,id,is_auth,label,abstract,title,query,model_answer,model_explanation
One type of COVID-19 test identifies coronavirus proteins in a few seconds.,8vp57c1o,"[{""sent_index"": 1, ""type"": ""PRIMARY""}]",60b83923f9b9e03ea4d8e6be_0,False,REFUTE,"[""Abstract Rapid, scalable, point-of-need, COVID-19 diagnostic testing is necessary to safely re-open economies and prevent future outbreaks."", ""We developed an assay that detects single copies of SARS-CoV-2 virus directly from saliva and swab samples in 30 min using a simple, one-step protocol that utilizes only a heat block and microcentrifuge tube prefilled with a mixture containing the necessary reagents and has a sensitivity and specificity of 97% and 100%, respectively.""]","Field-deployable, rapid diagnostic testing of saliva samples for SARS-CoV-2.",Is this true that One type of COVID-19 test identifies coronavirus proteins in a few seconds?,no,"Based on the provided context, the described COVID-19 assay detects SARS-CoV-2 directly from saliva or swab samples in approximately 30 minutes, not in a few seconds [1]. The document does not state that the test identifies coronavirus proteins; it reports detection of the virus with a one-step protocol using a heat block and microcentrifuge tube [1]. Therefore, the claim that a COVID-19 test identifies coronavirus proteins in a few seconds is not supported by the provided document [1]."
"A stretch of DNA that decreases the risk of severe illness from COVID-19 was passed down from Neanderthals 60,000 years ago.",828s0mtz,"[{""sent_index"": 1, ""type"": ""SUPPLEMENTARY""}, {""sent_index"": 3, ""type"": ""PRIMARY""}]",602fc92f6bc088b6d218dc49_0,False,REFUTE,"[""A recent genetic association study (Ellinghaus et al."", ""2020) identified a gene cluster on chromosome 3 as a risk locus for respiratory failure in SARS-CoV-2."", ""Recent data comprising 3,199 hospitalized COVID-19 patients and controls reproduce this and find that it is the major genetic risk factor for severe SARS-CoV-2 infection and hospitalization (COVID-19 Host Genetics Initiative)."", ""Here, we show that the risk is conferred by a genomic segment of ~50 kb that is inherited from Neandertals and occurs at a frequency of ~30% in south Asia and ~8% in Europe.""]",The major genetic risk factor for severe COVID-19 is inherited from Neandertals,"Is this true that A stretch of DNA that decreases the risk of severe illness from COVID-19 was passed down from Neanderthals 60,000 years ago?",no,"The provided evidence reports a ~50 kb genomic segment on chromosome 3 inherited from Neanderthals that increases the risk of severe COVID-19 and respiratory failure, rather than decreasing it [1]. It is identified as the major genetic risk factor for severe SARS-CoV-2 infection and hospitalization in the analyzed cohorts [1]. This Neanderthal-derived risk haplotype occurs at approximately 30% frequency in South Asia and about 8% in Europe [1]. The document does not specify a 60,000-year timeframe for this inheritance [1]. Therefore, the claim that a Neanderthal-derived DNA stretch decreases the risk of severe COVID-19 is not supported by the provided context [1]."
Respiratory failure in COVID-19 has no genetic basis for susceptibility. ,hfbi7sk5,"[{""sent_index"": 11, ""type"": ""PRIMARY""}]",60c11a04f9b9e03ea4d8e6d3_0,False,REFUTE,"[""Background."", ""Respiratory failure is a key feature of severe Covid-19 and a critical driver of mortality, but for reasons poorly defined affects less than 10% of SARS-CoV-2 infected patients."", ""Methods."", ""We included 1,980 patients with Covid-19 respiratory failure at seven centers in the Italian and Spanish epicenters of the SARS-CoV-2 pandemic in Europe (Milan, Monza, Madrid, San Sebastian and Barcelona) for a genome-wide association analysis."", ""After quality control and exclusion of population outliers, 835 patients and 1,255 population-derived controls from Italy, and 775 patients and 950 controls from Spain were included in the final analysis."", ""In total we analyzed 8,582,968 single-nucleotide polymorphisms (SNPs) and conducted a meta-analysis of both case-control panels."", ""Results."", ""We detected cross-replicating associations with rs11385942 at chromosome 3p21.31 and rs657152 at 9q34, which were genome-wide significant (P<5x10-8) in the meta-analysis of both study panels, odds ratio [OR], 1.77; 95% confidence interval [CI], 1.48 to 2.11; P=1.14x10-10 and OR 1.32 (95% CI, 1.20 to 1.47; P=4.95x10-8), respectively."", ""Among six genes at 3p21.31, SLC6A20 encodes a known interaction partner with angiotensin converting enzyme 2 (ACE2)."", ""The association signal at 9q34 was located at the ABO blood group locus and a blood-group-specific analysis showed higher risk for A-positive individuals (OR=1.45, 95% CI, 1.20 to 1.75, P=1.48x10-4) and a protective effect for blood group O (OR=0.65, 95% CI, 0.53 to 0.79, P=1.06x10-5)."", ""Conclusions."", ""We herein report the first robust genetic susceptibility loci for the development of respiratory failure in Covid-19."", ""Identified variants may help guide targeted exploration of severe Covid-19 pathophysiology.""]",The ABO blood group locus and a chromosome 3 gene cluster associate with SARS-CoV-2 respiratory failure in an Italian-Spanish genome-wide association analysis,Is this true that Respiratory failure in COVID-19 has no genetic basis for susceptibility. ?,no,"No; a genome-wide association study of patients with COVID-19 respiratory failure identified robust genetic susceptibility loci associated with risk. [1] The meta-analysis of Italian and Spanish cohorts (after quality control: 835 and 775 patients, respectively, with matched controls) found genome-wide significant associations at rs11385942 on 3p21.31 (OR 1.77) and rs657152 on 9q34 (OR 1.32). [1] The 3p21.31 locus includes SLC6A20, a gene encoding an interaction partner of ACE2, supporting biological plausibility for genetic influence on disease severity. [1] The 9q34 association maps to the ABO blood group locus, with A-positive individuals at higher risk and blood group O showing a protective effect. [1] The authors concluded these variants represent the first robust genetic susceptibility loci for development of respiratory failure in COVID-19. [1]"
Ultraviolet light is associated with higher COVID-19 growth rates.,0vlzwksu,"[{""sent_index"": 4, ""type"": ""PRIMARY""}]",60934ca4f9b9e03ea4d8e511_1,False,REFUTE,"[""The virus causing COVID-19 has spread rapidly worldwide and threatens millions of lives."", ""It remains unknown if summer weather will reduce its continued spread, thereby alleviating strains on hospitals and providing time for vaccine development."", ""Early insights from laboratory studies of related coronaviruses predicted that COVID-19 would decline at higher temperatures, humidity, and ultraviolet light."", ""Using current, fine-scaled weather data and global reports of infection we developed a model that explained 36% of variation in early growth rates before intervention, with 17% based on weather or demography and 19% based on country-specific effects."", ""We found that ultraviolet light was most strongly associated with lower COVID-19 growth rates."", ""Projections suggest that, in the absence of intervention, COVID-19 will decrease temporarily during summer, rebound by autumn, and peak next winter."", ""However, uncertainty remains high and the probability of a weekly doubling rate remained >20% throughout the summer in the absence of control."", ""Consequently, aggressive policy interventions will likely be needed in spite of seasonal trends.""]",Seasonality and uncertainty in COVID-19 growth rates,Is this true that Ultraviolet light is associated with higher COVID-19 growth rates?,no,"Evidence indicates that ultraviolet (UV) light is most strongly associated with lower COVID-19 growth rates, not higher [1]. In a global analysis using fine-scaled weather data and early infection growth rates, UV light showed the strongest negative association with growth [1]. The study also projected temporary summer decreases in spread in the absence of interventions, reinforcing that higher UV corresponds to lower growth rates rather than higher [1]."
Roughly 7 billion people around the world —100 percent of the global population — fall into the category of high-risk of severe COVID-19 because of an underlying condition.,1wdfyypl,"[{""sent_index"": 9, ""type"": ""PRIMARY""}]",601d70d96bc088b6d218dbfd_0,False,REFUTE,"[""BACKGROUND: The risk of severe COVID-19 if an individual becomes infected is known to be higher in older individuals and those with underlying health conditions."", ""Understanding the number of individuals at increased risk of severe COVID-19 and how this varies between countries should inform the design of possible strategies to shield or vaccinate those at highest risk."", ""METHODS: We estimated the number of individuals at increased risk of severe disease (defined as those with at least one condition listed as \u201cat increased risk of severe COVID-19\u201d in current guidelines) by age (5-year age groups), sex, and country for 188 countries using prevalence data from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2017 and UN population estimates for 2020."", ""The list of underlying conditions relevant to COVID-19 was determined by mapping the conditions listed in GBD 2017 to those listed in guidelines published by WHO and public health agencies in the UK and the USA."", ""We analysed data from two large multimorbidity studies to determine appropriate adjustment factors for clustering and multimorbidity."", ""To help interpretation of the degree of risk among those at increased risk, we also estimated the number of individuals at high risk (defined as those that would require hospital admission if infected) using age-specific infection\u2013hospitalisation ratios for COVID-19 estimated for mainland China and making adjustments to reflect country-specific differences in the prevalence of underlying conditions and frailty."", ""We assumed males were twice at likely as females to be at high risk."", ""We also calculated the number of individuals without an underlying condition that could be considered at increased risk because of their age, using minimum ages from 50 to 70 years."", ""We generated uncertainty intervals (UIs) for our estimates by running low and high scenarios using the lower and upper 95% confidence limits for country population size, disease prevalences, multimorbidity fractions, and infection\u2013hospitalisation ratios, and plausible low and high estimates for the degree of clustering, informed by multimorbidity studies."", ""FINDINGS: We estimated that 1\u00b77 billion (UI 1\u00b70\u20132\u00b74) people, comprising 22% (UI 15\u201328) of the global population, have at least one underlying condition that puts them at increased risk of severe COVID-19 if infected (ranging from <5% of those younger than 20 years to >66% of those aged 70 years or older)."", ""We estimated that 349 million (186\u2013787) people (4% [3\u20139] of the global population) are at high risk of severe COVID-19 and would require hospital admission if infected (ranging from <1% of those younger than 20 years to approximately 20% of those aged 70 years or older)."", ""We estimated 6% (3\u201312) of males to be at high risk compared with 3% (2\u20137) of females."", ""The share of the population at increased risk was highest in countries with older populations, African countries with high HIV/AIDS prevalence, and small island nations with high diabetes prevalence."", ""Estimates of the number of individuals at increased risk were most sensitive to the prevalence of chronic kidney disease, diabetes, cardiovascular disease, and chronic respiratory disease."", ""INTERPRETATION: About one in five individuals worldwide could be at increased risk of severe COVID-19, should they become infected, due to underlying health conditions, but this risk varies considerably by age."", ""Our estimates are uncertain, and focus on underlying conditions rather than other risk factors such as ethnicity, socioeconomic deprivation, and obesity, but provide a starting point for considering the number of individuals that might need to be shielded or vaccinated as the global pandemic unfolds."", ""FUNDING: UK Department for International Development, Wellcome Trust, Health Data Research UK, Medical Research Council, and National Institute for Health Research.""]","Global, regional, and national estimates of the population at increased risk of severe COVID-19 due to underlying health conditions in 2020: a modelling study",Is this true that Roughly 7 billion people around the world —100 percent of the global population — fall into the category of high-risk of severe COVID-19 because of an underlying condition?,no,"No—current estimates indicate that about 1.7 billion people (approximately 22% of the global population) have at least one underlying condition that increases their risk of severe COVID-19, not 100% [1]. Moreover, an estimated 349 million people (about 4% of the global population) are classified as high risk who would likely require hospital admission if infected, which is far below 100% [1]. Risk is highly age-dependent, ranging from under 5% with any underlying condition in those younger than 20 years to over 66% in those 70 years or older, and high-risk hospitalization probabilities range from under 1% in those younger than 20 to about 20% in those 70 or older [1]. Therefore, the assertion that roughly 7 billion people worldwide are high-risk due to an underlying condition is incorrect [1]."
Bats' biological ability to detect cytosolic DNA in the body helps them respond to and fight against viruses.,asnvwu1u,"[{""sent_index"": 0, ""type"": ""SUPPLEMENTARY""}, {""sent_index"": 3, ""type"": ""PRIMARY""}]",60ac5f7ff9b9e03ea4d8e68e_0,False,REFUTE,"[""Compared with terrestrial mammals, bats have a longer lifespan and greater capacity to co-exist with a variety of viruses."", ""In addition to cytosolic DNA generated by these viral infections, the metabolic demands of flight cause DNA damage and the release of self-DNA into the cytoplasm."", ""However, whether bats have an altered DNA sensing/defense system to balance high cytosolic DNA levels remains an open question."", ""We demonstrate that bats have a dampened interferon response due to the replacement of the highly conserved serine residue (S358) in STING, an essential adaptor protein in multiple DNA sensing pathways."", ""Reversing this mutation by introducing S358 restored STING functionality, resulting in interferon activation and virus inhibition."", ""Combined with previous reports on bat-specific changes of other DNA sensors such as TLR9, IFI16, and AIM2, our findings shed light on bat adaptation to flight, their long lifespan, and their unique capacity to serve as a virus reservoir.""]",Dampened STING-Dependent Interferon Activation in Bats,Is this true that Bats' biological ability to detect cytosolic DNA in the body helps them respond to and fight against viruses?,yes,"Bats possess DNA-sensing pathways, including the adaptor protein STING, that detect cytosolic DNA and can induce interferon responses linked to antiviral defense [1]. However, bats exhibit a dampened interferon response because a highly conserved serine at position 358 in STING is replaced, which reduces baseline DNA-triggered antiviral signaling [1]. When this STING residue was restored experimentally, interferon activation increased and viruses were inhibited, directly demonstrating that cytosolic DNA detection via STING can drive antiviral defenses [1]. Bat-specific changes in other DNA sensors such as TLR9, IFI16, and AIM2 show that the DNA sensing system exists but is modulated, aligning with their capacity to coexist with many viruses [1]. Therefore, it is true that the biological ability to detect cytosolic DNA can help bats respond to and fight viruses, even though they have evolved to dampen this pathway under normal conditions [1]. This modulation likely balances the high levels of cytosolic DNA generated by viral infections and the metabolic demands of flight while preserving the capacity for antiviral responses when engaged [1]."
Children under 18 are the demographic most likely to exhibit severe symptoms or die from COVID-19.,oh6t9b98,"[{""sent_index"": 3, ""type"": ""PRIMARY""}, {""sent_index"": 6, ""type"": ""SUPPLEMENTARY""}, {""sent_index"": 7, ""type"": ""PRIMARY""}]",5f92a4cb04ded09dac378bc2_0,False,REFUTE,"[""Globally, approximately 170,000 confirmed cases of coronavirus disease 2019 (COVID-19) caused by the 2019 novel coronavirus (SARS-CoV-2) have been reported, including an estimated 7,000 deaths in approximately 150 countries (1)."", ""On March 11, 2020, the World Health Organization declared the COVID-19 outbreak a pandemic (2)."", ""Data from China have indicated that older adults, particularly those with serious underlying health conditions, are at higher risk for severe COVID-19-associated illness and death than are younger persons (3)."", ""Although the majority of reported COVID-19 cases in China were mild (81%), approximately 80% of deaths occurred among adults aged &#8805;60 years; only one (0.1%) death occurred in a person aged &#8804;19 years (3)."", ""In this report, COVID-19 cases in the United States that occurred during February 12-March 16, 2020 and severity of disease (hospitalization, admission to intensive care unit [ICU], and death) were analyzed by age group."", ""As of March 16, a total of 4,226 COVID-19 cases in the United States had been reported to CDC, with multiple cases reported among older adults living in long-term care facilities (4)."", ""Overall, 31% of cases, 45% of hospitalizations, 53% of ICU admissions, and 80% of deaths associated with COVID-19 were among adults aged &#8805;65 years with the highest percentage of severe outcomes among persons aged &#8805;85 years."", ""In contrast, no ICU admissions or deaths were reported among persons aged &#8804;19 years."", ""Similar to reports from other countries, this finding suggests that the risk for serious disease and death from COVID-19 is higher in older age groups.""]","Severe Outcomes Among Patients with Coronavirus Disease 2019 (COVID-19) - United States, February 12-March 16, 2020",Is this true that Children under 18 are the demographic most likely to exhibit severe symptoms or die from COVID-19?,no,"No, children under 18 are not the demographic most likely to exhibit severe symptoms or die from COVID-19, as older adults—particularly those with serious underlying conditions—have higher risk for severe illness and death than younger persons [1]. U.S. data from February 12 to March 16, 2020 showed that adults aged ≥65 years accounted for 45% of hospitalizations, 53% of ICU admissions, and 80% of deaths, with the highest percentage of severe outcomes among those aged ≥85 years [1]. In contrast, no ICU admissions or deaths were reported among persons aged ≤19 years in these U.S. data, and in China only 0.1% of deaths occurred in persons aged ≤19 years [1]. Therefore, children under 18 are not the demographic most likely to exhibit severe symptoms or die from COVID-19 [1]."
There is little evidence that people can transmit diseases by coughing.,skambgbi,"[{""sent_index"": 5, ""type"": ""PRIMARY""}, {""sent_index"": 6, ""type"": ""SUPPLEMENTARY""}]",5f861347e95347460249fc42_0,False,REFUTE,"[""The question of whether influenza is transmitted to a significant degree by aerosols remains controversial, in part, because little is known about the quantity and size of potentially infectious airborne particles produced by people with influenza."", ""In this study, the size and amount of aerosol particles produced by nine subjects during coughing were measured while they had influenza and after they had recovered, using a laser aerosol particle spectrometer with a size range of 0.35 to 10 \u03bcm."", ""Individuals with influenza produce a significantly greater volume of aerosol when ill compared with afterward (p = 0.0143)."", ""When the patients had influenza, their average cough aerosol volume was 38.3 picoliters (pL) of particles per cough (SD 43.7); after patients recovered, the average volume was 26.4 pL per cough (SD 45.6)."", ""The number of particles produced per cough was also higher when subjects had influenza (average 75,400 particles/cough, SD 97,300) compared with afterward (average 52,200, SD 98,600), although the difference did not reach statistical significance (p = 0.1042)."", ""The average number of particles expelled per cough varied widely from patient to patient, ranging from 900 to 302,200 particles/cough while subjects had influenza and 1100 to 308,600 particles/cough after recovery."", ""When the subjects had influenza, an average of 63% of each subject's cough aerosol particle volume in the detection range was in the respirable size fraction (SD 22%), indicating that these particles could reach the alveolar region of the lungs if inhaled by another person."", ""This enhancement in aerosol generation during illness may play an important role in influenza transmission and suggests that a better understanding of this phenomenon is needed to predict the production and dissemination of influenza-laden aerosols by people infected with this virus."", ""[Supplementary materials are available for this article."", ""Go to the publisher's online edition of Journal of Occupational and Environmental Hygiene for the following free supplemental resources: a PDF file of demographic information, influenza test results, and volume and peak flow rate during each cough and a PDF file containing number and size of aerosol particles produced.]""]",Quantity and Size Distribution of Cough-Generated Aerosol Particles Produced by Influenza Patients During and After Illness,Is this true that There is little evidence that people can transmit diseases by coughing?,no,"Studies show that people with influenza emit large numbers and volumes of aerosol particles when coughing—averaging 75,400 particles and 38.3 picoliters per cough during illness—demonstrating a plausible mechanism for disease transmission via cough-generated aerosols [1]. A substantial portion (about 63%) of these particles are in the respirable size range capable of reaching the alveolar region of another person's lungs if inhaled, supporting the potential for transmission through coughing [1]. Individuals produce significantly greater aerosol volumes when ill compared to after recovery (p = 0.0143), indicating that infection increases cough aerosol output and thereby the risk of transmitting pathogens during coughing [1]. The study concludes that enhanced aerosol generation during illness may play an important role in influenza transmission, contradicting the claim that there is little evidence of disease transmission by coughing [1]."
More than 90 percent of novel coronavirus cases have serious or fatal symptoms.,nl4ysbnr,"[{""sent_index"": 0, ""type"": ""SUPPLEMENTARY""}, {""sent_index"": 1, ""type"": ""SUPPLEMENTARY""}, {""sent_index"": 5, ""type"": ""PRIMARY""}]",5fad4b5704ded09dac378c03_0,False,REFUTE,"[""Objective: An outbreak of 2019 novel coronavirus diseases (COVID-19) in Wuhan, China has spread quickly nationwide."", ""Here, we report results of a descriptive, exploratory analysis of all cases diagnosed as of February 11, 2020."", ""Methods: All COVID-19 cases reported through February 11, 2020 were extracted from China's Infectious Disease Information System."", ""Analyses included: 1) summary of patient characteristics; 2) examination of age distributions and sex ratios; 3) calculation of case fatality and mortality rates; 4) geo-temporal analysis of viral spread; 5) epidemiological curve construction; and 6) subgroup analysis."", ""Results: A total of 72 314 patient records-44 672 (61.8%) confirmed cases, 16 186 (22.4%) suspected cases, 10567 (14.6%) clinical diagnosed cases (Hubei only), and 889 asymptomatic cases (1.2%)-contributed data for the analysis."", ""Among confirmed cases, most were aged 30-79 years (86.6%), diagnosed in Hubei (74.7%), and considered mild/mild pneumonia (80.9%)."", ""A total of 1 023 deaths occurred among confirmed cases for an overall case-fatality rate of 2.3%."", ""The COVID-19 spread outward from Hubei sometime after December 2019 and by February 11, 2020, 1 386 counties across all 31 provinces were affected."", ""The epidemic curve of onset of symptoms peaked in January 23-26, then began to decline leading up to February 11."", ""A total of 1 716 health workers have become infected and 5 have died (0.3%)."", ""Conclusions: The COVID-19 epidemic has spread very quickly."", ""It only took 30 days to expand from Hubei to the rest of Mainland China."", ""With many people returning from a long holiday, China needs to prepare for the possible rebound of the epidemic.""]",[The epidemiological characteristics of an outbreak of 2019 novel coronavirus diseases (COVID-19) in China],Is this true that More than 90 percent of novel coronavirus cases have serious or fatal symptoms?,no,"A national analysis of 72,314 COVID-19 cases in China through February 11, 2020 reported that among the 44,672 confirmed cases, 80.9% were classified as mild or mild pneumonia rather than severe or critical [1]. The same report documented an overall case-fatality rate of 2.3% among confirmed cases, which further shows that serious or fatal outcomes did not approach 90% of cases [1]. Therefore, the claim that more than 90% of cases have serious or fatal symptoms is not supported by these data [1]."
COVID-19 does not have a humidity or temperature dependent niche. ,jjdtuofy,"[{""sent_index"": 2, ""type"": ""PRIMARY""}, {""sent_index"": 5, ""type"": ""SUPPLEMENTARY""}]",60036c406bc088b6d218dbc3_0,False,REFUTE,"[""As new cases of COVID-19 are being confirmed pressure is mounting to increase understanding of the factors underlying the spread the disease."", ""Using data on local transmissions until the 23rd of March 2020, we develop an ensemble of 200 ecological niche models to project monthly variation in climate suitability for spread of SARS-CoV-2 throughout a typical climatological year."", ""Although cases of COVID-19 are reported all over the world, most outbreaks display a pattern of clustering in relatively cool and dry areas."", ""The predecessor SARS-CoV-1 was linked to similar climate conditions."", ""Should the spread of SARS CoV-2 continue to follow current trends, asynchronous seasonal global outbreaks could be expected."", ""According to the models, temperate warm and cold climates are more favorable to spread of the virus, whereas arid and tropical climates are less favorable."", ""However, model uncertainties are still high across much of sub- Saharan Africa, Latin America and South East Asia."", ""While models of epidemic spread utilize human demography and mobility as predictors, climate can also help constrain the virus."", ""This is because the environment can mediate human-to-human transmission of SARS-CoV-2, and unsuitable climates can cause the virus to destabilize quickly, hence reducing its capacity to become epidemic.""]",Spread of SARS-CoV-2 Coronavirus likely to be constrained by climate,Is this true that COVID-19 does not have a humidity or temperature dependent niche. ?,no,"Evidence indicates that COVID-19 transmission shows climate dependence, with outbreaks clustering in relatively cool and dry conditions [1]. Models project monthly variation in climate suitability for SARS-CoV-2 spread throughout a typical climatological year, implying sensitivity to temperature and humidity [1]. The analyses suggest temperate warm and cold climates are more favorable for spread, whereas arid and tropical climates are less favorable, consistent with a climate-dependent niche [1]. The environment can mediate human-to-human transmission, and unsuitable climates may destabilize the virus, further indicating climatic constraints on its spread [1]. While uncertainties remain in some regions and human factors also influence spread, the available evidence does not support the claim that there is no humidity or temperature dependence [1]."
